uneducated absolute,kins absolute,kill absolute,kbann absolute,uneducated relative,kins relative,kill relative,kbann relative
2.7014302350869976,2.6876003776217146,2.6947849483799016,2.733401851130396,1.0,0.9948805424305774,0.997540085758727,1.0118350700410994
