uneducated absolute,kins absolute,kill absolute,kbann absolute,uneducated relative,kins relative,kill relative,kbann relative
890.7288013190575,894.7514835576767,887.3632002337451,752.7554711182014,1.0,1.0045161694925122,0.996221519860671,0.8451006299599441
