uneducated absolute,kins absolute,kill absolute,kbann absolute,uneducated relative,kins relative,kill relative,kbann relative
0.008679739147805395,0.008678755246237489,0.008714228901065688,0.008717188369025955,1.0,0.9998866438782144,1.0039735932927216,1.0043145560693525
