accuracy,precision,recall
0.8994361162185669,0.9538612365722656,0.9878260493278503
0.875,0.9538747072219849,0.9878180027008057
0.9003759622573853,0.953887939453125,0.9878091216087341
0.896616518497467,0.9539023041725159,0.9878021478652954
0.8787593841552734,0.9539151787757874,0.9877934455871582
0.8787593841552734,0.9539287686347961,0.9877853393554688
0.8656014800071716,0.9539413452148438,0.987775444984436
0.8778195381164551,0.9539551734924316,0.9877679347991943
0.893796980381012,0.9539685249328613,0.9877591133117676
0.8872180581092834,0.9539822936058044,0.9877513647079468
0.8881579041481018,0.9539952874183655,0.987742006778717
0.8731203079223633,0.9540092349052429,0.9877339601516724
0.8759398460388184,0.9540233612060547,0.987725555896759
0.8872180581092834,0.9540368318557739,0.9877175688743591
0.8740601539611816,0.9540505409240723,0.9877095818519592
0.8815789222717285,0.9540635347366333,0.9877007603645325
0.8928571343421936,0.9540772438049316,0.9876935482025146
0.8900375962257385,0.9540906548500061,0.9876847267150879
0.8900375962257385,0.9541053771972656,0.987676739692688
0.8862782120704651,0.9541206359863281,0.9876694679260254
0.9013158082962036,0.9541341066360474,0.9876617193222046
0.8796992301940918,0.9541481137275696,0.9876542091369629
0.8768796920776367,0.9541612267494202,0.9876453280448914
0.893796980381012,0.9541740417480469,0.9876362085342407
0.8853383660316467,0.9541877508163452,0.9876289367675781
0.8815789222717285,0.9542008638381958,0.9876198768615723
0.8853383660316467,0.9542145729064941,0.987612783908844
0.8778195381164551,0.9542275667190552,0.9876037836074829
0.8947368264198303,0.9542401432991028,0.987594723701477
0.9069548845291138,0.954254150390625,0.9875873327255249
