accuracy,precision,recall
0.9342105388641357,0.9946467280387878,0.9919710755348206
0.9407894611358643,0.9949313998222351,0.9922739863395691
0.942669153213501,0.9948670864105225,0.992276132106781
0.9370300769805908,0.9948005676269531,0.9921978116035461
0.9379699230194092,0.9947822690010071,0.9921504855155945
0.9389097690582275,0.9948434233665466,0.9921876192092896
0.9407894611358643,0.994830846786499,0.9921784996986389
0.9436089992523193,0.9948357939720154,0.9921488761901855
0.9379699230194092,0.9948793053627014,0.9921925663948059
0.9379699230194092,0.994869589805603,0.9922012090682983
0.9417293071746826,0.9948990941047668,0.9922344088554382
0.9417293071746826,0.9949097633361816,0.9922369718551636
0.9360902309417725,0.9949201941490173,0.9922448396682739
0.9436089992523193,0.9949264526367188,0.9922571778297424
0.9454887509346008,0.994905948638916,0.992242693901062
0.9379699230194092,0.9949212670326233,0.9922405481338501
0.932330846786499,0.9949333071708679,0.9922257661819458
0.9398496150970459,0.9949406981468201,0.9922402501106262
0.9417293071746826,0.9949394464492798,0.9922360777854919
0.9407894611358643,0.9949337244033813,0.992233157157898
0.9407894611358643,0.9949532747268677,0.9922434687614441
0.9210526347160339,0.9949434995651245,0.9922289252281189
0.9370300769805908,0.9949564337730408,0.992230236530304
0.9454887509346008,0.9949468970298767,0.9922070503234863
0.9389097690582275,0.9949564337730408,0.9922112822532654
0.9398496150970459,0.9949554204940796,0.9922055602073669
0.9342105388641357,0.994945764541626,0.9921843409538269
0.9417293071746826,0.9949583411216736,0.9922032356262207
0.9398496150970459,0.9949572086334229,0.9922024011611938
0.9389097690582275,0.9949489831924438,0.992189884185791
