uneducated absolute,kins absolute,kill absolute,kbann absolute,uneducated relative,kins relative,kill relative,kbann relative
217.6197214270166,228.35775475069326,224.54563661061283,225.94443424535172,1.0,1.04934310756977,1.0318257699172682,1.0382534853171705
