uneducated absolute,kins absolute,kill absolute,kbann absolute,uneducated relative,kins relative,kill relative,kbann relative
1.6249856626454133,1.6250000651941499,1.6229909958794515,2.509192873938642,1.0,1.0000088631851145,0.9987725019292081,1.5441323155145712
