accuracy,precision,recall
0.8884119987487793,0.8591576218605042,0.8591576218605042
0.9055793881416321,0.85849928855896,0.85849928855896
0.8969957232475281,0.857923686504364,0.857923686504364
0.8626609444618225,0.857280433177948,0.857280433177948
0.9184549450874329,0.8566612601280212,0.8566612601280212
0.8884119987487793,0.8562052845954895,0.8562052845954895
0.8884119987487793,0.8556272983551025,0.8556272983551025
0.8369098901748657,0.8547353744506836,0.8547353744506836
0.9098712205886841,0.8540897965431213,0.8540897965431213
0.8927038908004761,0.8533878922462463,0.8533878922462463
0.8626609444618225,0.8527093529701233,0.8527093529701233
0.8969957232475281,0.852189838886261,0.852189838886261
0.8969957232475281,0.8517000079154968,0.8517000079154968
0.8755365014076233,0.8509790897369385,0.8509790897369385
0.9356223344802856,0.8504970073699951,0.8504970073699951
0.9055793881416321,0.8500420451164246,0.8500420451164246
0.8283261656761169,0.8493283987045288,0.8493283987045288
0.8712446093559265,0.8486482501029968,0.8486482501029968
0.8969957232475281,0.8480542302131653,0.8480542302131653
0.8755365014076233,0.8475285172462463,0.8475285172462463
0.8841201663017273,0.8469669222831726,0.8469669222831726
0.8841201663017273,0.8463733196258545,0.8463733196258545
0.9098712205886841,0.8458056449890137,0.8458056449890137
0.8798283338546753,0.8451701402664185,0.8451701402664185
0.8626609444618225,0.8446921110153198,0.8446921110153198
0.8755365014076233,0.8441165089607239,0.8441165089607239
0.9055793881416321,0.8437252044677734,0.8437252044677734
0.9141631126403809,0.8433874845504761,0.8433874845504761
0.8283261656761169,0.8428953886032104,0.8428953886032104
0.9484978318214417,0.8424485921859741,0.8424485921859741
