accuracy,precision,recall
0.8318899273872375,0.847727358341217,0.847727358341217
0.833732545375824,0.8478088974952698,0.8478088974952698
0.8378477692604065,0.8478625416755676,0.8478625416755676
0.8351452350616455,0.8479235768318176,0.8479235768318176
0.8370493054389954,0.8479987382888794,0.8479987382888794
0.8336097002029419,0.8480746150016785,0.8480746150016785
0.8347153067588806,0.8481146097183228,0.8481146097183228
0.8351452350616455,0.8481767773628235,0.8481767773628235
0.8377863764762878,0.8482382297515869,0.8482382297515869
0.8368036150932312,0.8482750654220581,0.8482750654220581
0.8323198556900024,0.8482975363731384,0.8482975363731384
0.8388305306434631,0.8483513593673706,0.8483513593673706
0.836435079574585,0.848389208316803,0.848389208316803
0.8247036337852478,0.8484423756599426,0.8484423756599426
0.8379706144332886,0.8485017418861389,0.8485017418861389
0.8350838422775269,0.8485429883003235,0.8485429883003235
0.8354523777961731,0.8485933542251587,0.8485933542251587
0.8299858570098877,0.8486108779907227,0.8486108779907227
0.8363122940063477,0.8486631512641907,0.8486631512641907
0.8314599990844727,0.8486956357955933,0.8486956357955933
0.8336097002029419,0.8486870527267456,0.8486870527267456
0.8357594609260559,0.8487260937690735,0.8487260937690735
0.8391376733779907,0.848761796951294,0.848761796951294
0.8372949957847595,0.8487942814826965,0.8487942814826965
0.8372336030006409,0.8488374352455139,0.8488374352455139
0.836557924747467,0.848848283290863,0.848848283290863
0.8369264602661133,0.848900318145752,0.848900318145752
0.8272833228111267,0.8489164710044861,0.8489164710044861
0.8374178409576416,0.8489453196525574,0.8489453196525574
0.8323813080787659,0.8489904403686523,0.8489904403686523
