accuracy,precision,recall
0.8884119987487793,0.926504909992218,0.9611990451812744
0.9098712205886841,0.9264827370643616,0.9611731171607971
0.9012875556945801,0.9264163970947266,0.9611335396766663
0.8969957232475281,0.9263612031936646,0.9610894322395325
0.8927038908004761,0.9263278245925903,0.9610633254051208
0.8969957232475281,0.9262832403182983,0.9610315561294556
0.9141631126403809,0.9262322783470154,0.961004912853241
0.9270386099815369,0.9261937141418457,0.9609737396240234
0.8712446093559265,0.9261835813522339,0.9609567523002625
0.8798283338546753,0.9261453151702881,0.9609195590019226
0.9227467775344849,0.9261058568954468,0.9608896970748901
0.8927038908004761,0.9260368347167969,0.9608440399169922
0.9184549450874329,0.925984799861908,0.9608137011528015
0.9356223344802856,0.9258987903594971,0.9607802033424377
0.8884119987487793,0.9258722066879272,0.9607522487640381
0.9098712205886841,0.9258331656455994,0.9607185125350952
0.9184549450874329,0.9257727265357971,0.96067875623703
0.9270386099815369,0.9257201552391052,0.9606478214263916
0.9270386099815369,0.9256886839866638,0.9606164693832397
0.9098712205886841,0.9256415963172913,0.9605819582939148
0.9184549450874329,0.9256076216697693,0.9605506658554077
0.9141631126403809,0.92558753490448,0.9605290293693542
0.8841201663017273,0.9255505204200745,0.9605052471160889
0.9141631126403809,0.9255245923995972,0.9604747891426086
0.9055793881416321,0.925481379032135,0.9604433178901672
0.9012875556945801,0.9254409074783325,0.9604150056838989
0.9098712205886841,0.9253935217857361,0.9603809714317322
0.9184549450874329,0.9253337383270264,0.9603421688079834
0.9184549450874329,0.9252964854240417,0.9603109359741211
0.9313304424285889,0.9252719283103943,0.9602853059768677
