accuracy,precision,recall
0.8394447565078735,0.7922894954681396,0.7922894954681396
0.8329955339431763,0.7916032075881958,0.7916032075881958
0.8426386713981628,0.7909544110298157,0.7909544110298157
0.843989908695221,0.790252149105072,0.790252149105072
0.8398132920265198,0.7896106839179993,0.7896106839179993
0.8403660655021667,0.7890222072601318,0.7890222072601318
0.8371107578277588,0.7883606553077698,0.7883606553077698
0.8418402075767517,0.7877885103225708,0.7877885103225708
0.8354523777961731,0.7872290015220642,0.7872290015220642
0.8407959938049316,0.7866589426994324,0.7866589426994324
0.8391376733779907,0.7860809564590454,0.7860809564590454
0.8390762209892273,0.78558349609375,0.78558349609375
0.8402432203292847,0.7850660681724548,0.7850660681724548
0.8303543925285339,0.7848180532455444,0.7848180532455444
0.8400589823722839,0.7848719954490662,0.7848719954490662
0.8457097411155701,0.7849199175834656,0.7849199175834656
0.8423315286636353,0.7849708199501038,0.7849708199501038
0.840734601020813,0.7850109934806824,0.7850109934806824
0.8389533758163452,0.7850645780563354,0.7850645780563354
0.8383391499519348,0.785097062587738,0.785097062587738
0.8375406861305237,0.7851330637931824,0.7851330637931824
0.8369879126548767,0.7851788997650146,0.7851788997650146
0.834653913974762,0.7852153182029724,0.7852153182029724
0.8384619951248169,0.7852759957313538,0.7852759957313538
0.8440513610839844,0.7853106260299683,0.7853106260299683
0.8402432203292847,0.7853602170944214,0.7853602170944214
0.8396289944648743,0.785402238368988,0.785402238368988
0.8424543738365173,0.7854382395744324,0.7854382395744324
0.8411031365394592,0.7854821681976318,0.7854821681976318
0.8411031365394592,0.7855128049850464,0.7855128049850464
