accuracy,precision,recall
0.8448498249053955,0.8617531657218933,0.8617531657218933
0.8498863577842712,0.8617863059043884,0.8617863059043884
0.8447884321212769,0.8618079423904419,0.8618079423904419
0.8471838235855103,0.8618380427360535,0.8618380427360535
0.8457711338996887,0.8618702292442322,0.8618702292442322
0.8456482887268066,0.861899197101593,0.861899197101593
0.8493335843086243,0.8619316220283508,0.8619316220283508
0.8447269797325134,0.8619621992111206,0.8619621992111206
0.8432528972625732,0.8619778156280518,0.8619778156280518
0.8450955152511597,0.8620279431343079,0.8620279431343079
0.8399975299835205,0.862038791179657,0.862038791179657
0.8446655869483948,0.8620842695236206,0.8620842695236206
0.8449726700782776,0.8620977401733398,0.8620977401733398
0.838584840297699,0.8621283173561096,0.8621283173561096
0.8457097411155701,0.8621588945388794,0.8621588945388794
0.8479208946228027,0.8621897101402283,0.8621897101402283
0.8494564294815063,0.8622130751609802,0.8622130751609802
0.8455254435539246,0.8622437715530396,0.8622437715530396
0.8456482887268066,0.8622758388519287,0.8622758388519287
0.8449112176895142,0.8623130321502686,0.8623130321502686
0.8462011218070984,0.8623358011245728,0.8623358011245728
0.8447269797325134,0.862356960773468,0.862356960773468
0.8459554314613342,0.8623658418655396,0.8623658418655396
0.8410416841506958,0.8623878955841064,0.8623878955841064
0.8471224308013916,0.862419605255127,0.862419605255127
0.8465695977210999,0.8624351024627686,0.8624351024627686
0.8436213731765747,0.8624789714813232,0.8624789714813232
0.8396904468536377,0.8624961376190186,0.8624961376190186
0.8425158262252808,0.8625112175941467,0.8625112175941467
0.8449726700782776,0.8625249862670898,0.8625249862670898
