uneducated absolute,kins absolute,kill absolute,kbann absolute,uneducated relative,kins relative,kill relative,kbann relative
4.411506650052198,4.408771894161349,4.430798713571117,4.381282852214457,1.0,0.9993800857376433,1.00437312352656,0.993148871749432
