uneducated absolute,kins absolute,kill absolute,kbann absolute,uneducated relative,kins relative,kill relative,kbann relative
1.1872080678407464,1.1824835093160055,1.18551708642812,1.2001685749807447,1.0,0.9960204460762015,0.9985756654975383,1.010916795034564
