uneducated absolute,kins absolute,kill absolute,kbann absolute,uneducated relative,kins relative,kill relative,kbann relative
0.18654602671663462,0.19038844401582133,0.21043759095079806,0.17913824314200866,1.0,1.0205976903760239,1.1280732945894096,0.960289780999311
