accuracy,precision,recall
0.733905553817749,0.7051734924316406,0.7051718831062317
0.6266094446182251,0.7051347494125366,0.7051330804824829
0.7596566677093506,0.7050561904907227,0.705054521560669
0.7682403326034546,0.7050394415855408,0.7050377726554871
0.832617998123169,0.7049717903137207,0.7049700617790222
0.8454935550689697,0.7049208879470825,0.7049192190170288
0.540772557258606,0.7049208283424377,0.7049190998077393
0.832617998123169,0.7049241662025452,0.7049222588539124
0.5879828333854675,0.704846978187561,0.7048453092575073
0.7854077219963074,0.7048147916793823,0.7048130035400391
0.6781116127967834,0.70479416847229,0.7047922611236572
0.29184550046920776,0.7047412991523743,0.7047394514083862
0.8712446093559265,0.704708456993103,0.704706609249115
0.6609442234039307,0.7046744227409363,0.7046725153923035
0.8369098901748657,0.7046509385108948,0.704649031162262
0.7081544995307922,0.704640805721283,0.7046388387680054
0.5665236115455627,0.7046509385108948,0.7046489715576172
0.7682403326034546,0.7046176791191101,0.7046157717704773
0.6480686664581299,0.7045801281929016,0.7045782208442688
0.6781116127967834,0.7044899463653564,0.7044880390167236
0.3948497772216797,0.7044966816902161,0.7044947147369385
0.6609442234039307,0.7044206261634827,0.7044186592102051
0.7682403326034546,0.7043663859367371,0.7043644785881042
0.7510729432106018,0.7043061256408691,0.7043040990829468
0.6652360558509827,0.7042171955108643,0.7042151689529419
0.8412017226219177,0.704143226146698,0.7041411995887756
0.6523604989051819,0.7040529251098633,0.7040509581565857
0.6866952776908875,0.703986644744873,0.7039846777915955
0.6652360558509827,0.7039412260055542,0.7039391994476318
0.6738197207450867,0.7038863897323608,0.7038843035697937
