accuracy,precision,recall
0.9229323267936707,0.9933542609214783,0.9820728302001953
0.9125939607620239,0.993148148059845,0.981619656085968
0.9210526347160339,0.9928460717201233,0.9812130928039551
0.9201127886772156,0.9928131103515625,0.980832040309906
0.9003759622573853,0.9926221370697021,0.9802985191345215
0.9135338068008423,0.9925100803375244,0.9803351163864136
0.9116541147232056,0.9921382665634155,0.979967474937439
0.893796980381012,0.9922017455101013,0.9800516963005066
0.902255654335022,0.9922208189964294,0.98012375831604
0.9088345766067505,0.9921672940254211,0.98005610704422
0.923872172832489,0.9921943545341492,0.9801294803619385
0.9144737124443054,0.9921948909759521,0.9801339507102966
0.9060150384902954,0.9921774864196777,0.9800972938537598
0.9360902309417725,0.9921925663948059,0.9801602959632874
0.9060150384902954,0.992229700088501,0.9802003502845764
0.9107142686843872,0.992242157459259,0.9802325963973999
0.9144737124443054,0.992249071598053,0.9802074432373047
0.9163534045219421,0.9922842383384705,0.9802452325820923
0.9125939607620239,0.9923175573348999,0.9803119897842407
0.9144737124443054,0.9923033118247986,0.9802730679512024
0.9172932505607605,0.9923443794250488,0.9803528785705566
0.9088345766067505,0.9923498630523682,0.9803404211997986
0.9078947305679321,0.992291271686554,0.9802814722061157
0.9088345766067505,0.9921521544456482,0.9801300168037415
0.9219924807548523,0.9921631813049316,0.9801245331764221
0.9060150384902954,0.9921703338623047,0.980114758014679
0.9182330965995789,0.9921762943267822,0.9801117181777954
0.9116541147232056,0.992154598236084,0.9800900816917419
0.9060150384902954,0.992153525352478,0.9800831079483032
0.9219924807548523,0.9922019839286804,0.9801152348518372
