uneducated absolute,kins absolute,kill absolute,kbann absolute,uneducated relative,kins relative,kill relative,kbann relative
1.2667695238293817,1.2593855246399648,1.2949970291325745,1.2260769546534995,1.0,0.9941710002881223,1.0222830631556896,0.967876895985885
