divergence
3.0521077755809527
3.02370795850255
3.106228930465238
3.205819154322748
3.130515930833181
3.068852329539849
3.2212962058163215
2.9943800575508233
3.2179528077346498
3.173911881683981
3.078521151100609
3.0502997430830003
3.2569371211796008
3.120003116589948
3.1252107810062295
3.0339820890580635
3.1259113061076724
3.093151902662575
3.135694091088397
3.164526563229948
3.0779284223985597
3.0397125137099725
3.2080725121034877
3.0622462462330926
3.091279514413091
3.051868564422457
3.2034571838855195
2.9973879168767628
3.117678613749517
3.0117632012883147
